Time,Date,Ambient Temperature Temp. (¡F):,Rellative Humicity (%),Light (Irradiance) (W/m2),Carbon Dioxide (ppm),Vapor Pressure Deficit (kPa)
9:48:59,12/2/2021,75.1,69.5,0,0,0.91
9:49:59,12/2/2021,75.1,69.4,0,0,0.91
9:51:02,12/2/2021,75.1,69.3,0,0,0.91
9:52:05,12/2/2021,75.2,69.4,0,0,0.91
9:53:05,12/2/2021,75.2,69.5,0,0,0.91
9:54:05,12/2/2021,75.2,69.6,0,0,0.91
9:55:05,12/2/2021,75.2,69.5,0,0,0.91
9:56:05,12/2/2021,75.3,69.5,0,0,0.91
9:57:05,12/2/2021,75.2,69.5,0,0,0.91
9:58:08,12/2/2021,75.2,69.7,0,0,0.9
9:59:08,12/2/2021,75.2,69.6,0,0,0.91
10:00:08,12/2/2021,75.2,69.6,0,0,0.91
10:01:08,12/2/2021,75.2,68.7,0,0,0.93
10:02:08,12/2/2021,75.2,68.8,0,0,0.93
10:03:08,12/2/2021,75.2,69,0,0,0.92
10:04:11,12/2/2021,75.2,69,0,0,0.92
10:05:11,12/2/2021,75.2,69.1,0,0,0.92
10:06:11,12/2/2021,75.2,69,0,0,0.92
10:07:11,12/2/2021,75.2,68.8,0,0,0.93
10:08:14,12/2/2021,75.3,68.7,0,0,0.94
10:09:14,12/2/2021,75.2,68.8,0,0,0.93
10:10:14,12/2/2021,75.3,68.8,0,0,0.93
10:11:14,12/2/2021,75.2,69.2,0,0,0.92
10:12:17,12/2/2021,75.2,68.8,0,0,0.93
10:13:20,12/2/2021,75.2,68.8,0,0,0.93
10:14:23,12/2/2021,75.2,69,0,0,0.92
10:15:26,12/2/2021,75.2,69,0,0,0.92
10:16:29,12/2/2021,75.1,69.3,0,0,0.91
10:17:32,12/2/2021,75.1,69,0,0,0.92
10:18:32,12/2/2021,75.1,69.5,0,0,0.91
10:19:35,12/2/2021,75.1,69.4,0,0,0.91
10:20:38,12/2/2021,75,69.2,0,0,0.91
10:21:38,12/2/2021,75,69.1,0,0,0.92
10:22:41,12/2/2021,75,68.6,0,0,0.93
10:23:44,12/2/2021,75,68.6,0,0,0.93
10:24:44,12/2/2021,75,68.9,0,0,0.92
10:25:44,12/2/2021,75,68.6,0,0,0.93
10:26:47,12/2/2021,75,68.7,0,0,0.93
10:27:50,12/2/2021,75,68.7,0,0,0.93
10:28:50,12/2/2021,74.9,69.1,0,0,0.91
10:29:50,12/2/2021,74.9,69.3,0,0,0.91
10:30:53,12/2/2021,74.9,69.4,0,0,0.9
10:31:56,12/2/2021,74.8,69.5,0,0,0.9
10:32:56,12/2/2021,74.7,69.6,0,0,0.89
10:33:56,12/2/2021,74.7,69.5,0,0,0.89
10:34:59,12/2/2021,74.7,69.6,0,0,0.89
10:36:02,12/2/2021,74.6,69.7,0,0,0.89
10:37:02,12/2/2021,74.7,69.7,0,0,0.89
10:38:02,12/2/2021,74.7,69.7,0,0,0.89
10:39:05,12/2/2021,74.6,69.9,0,0,0.88
10:40:05,12/2/2021,74.5,70,0,0,0.87
10:41:05,12/2/2021,74.5,70.3,0,0,0.87
10:42:08,12/2/2021,74.5,70.6,0,0,0.86
10:43:08,12/2/2021,74.4,70.6,0,0,0.85
10:44:11,12/2/2021,74.5,70.4,0,0,0.86
10:45:11,12/2/2021,74.4,70.6,0,0,0.85
10:46:14,12/2/2021,74.4,70.7,0,0,0.85
10:47:14,12/2/2021,74.4,70.9,0,0,0.85
10:48:14,12/2/2021,74.4,71,0,0,0.84
10:49:17,12/2/2021,74.3,70.8,0,0,0.85
10:50:17,12/2/2021,74.3,70.7,0,0,0.85
10:51:17,12/2/2021,74.3,70.7,0,0,0.85
10:52:17,12/2/2021,74.3,70.3,0,0,0.86
10:53:20,12/2/2021,74.2,70.6,0,0,0.85
10:54:20,12/2/2021,74.2,70.3,0,0,0.86
10:55:20,12/2/2021,74.2,70.3,0,0,0.86
10:56:20,12/2/2021,74.3,70.4,0,0,0.86
10:57:23,12/2/2021,74.4,70.2,0,0,0.87
10:58:23,12/2/2021,74.4,70.4,0,0,0.86
10:59:23,12/2/2021,74.5,70.1,0,0,0.87
11:00:23,12/2/2021,74.5,69.6,0,0,0.89
11:01:26,12/2/2021,74.5,69.8,0,0,0.88
11:02:29,12/2/2021,74.5,69.9,0,0,0.88
11:03:29,12/2/2021,74.5,69.7,0,0,0.88
11:04:32,12/2/2021,74.6,69.6,0,0,0.89
11:05:32,12/2/2021,74.6,69.6,0,0,0.89
11:06:32,12/2/2021,74.6,69.7,0,0,0.89
11:07:35,12/2/2021,74.6,69.7,0,0,0.89
11:08:35,12/2/2021,74.6,69.4,0,0,0.89
11:09:38,12/2/2021,74.6,69.2,0,0,0.9
11:10:41,12/2/2021,74.5,69.5,0,0,0.89
11:11:44,12/2/2021,74.4,69.6,0,0,0.88
11:12:44,12/2/2021,74.4,69.8,0,0,0.88
11:13:44,12/2/2021,74.2,70.3,0,0,0.86
11:14:47,12/2/2021,74.1,70.3,0,0,0.85
11:15:50,12/2/2021,74,70,0,0,0.86
11:16:50,12/2/2021,74,69.8,0,0,0.87
11:17:53,12/2/2021,74.1,69.9,0,0,0.87
11:18:56,12/2/2021,74.2,69.6,0,0,0.88
11:19:59,12/2/2021,74.2,69.4,0,0,0.88
11:20:59,12/2/2021,74.3,69.6,0,0,0.88
11:22:02,12/2/2021,74.2,69.5,0,0,0.88
11:23:05,12/2/2021,74.2,69.8,0,0,0.87
11:24:05,12/2/2021,74.1,69.8,0,0,0.87
11:25:05,12/2/2021,74.1,69.8,0,0,0.87
11:26:08,12/2/2021,74,69.9,0,0,0.86
11:27:08,12/2/2021,74,70,0,0,0.86
11:28:08,12/2/2021,73.9,70.4,0,0,0.85
11:29:11,12/2/2021,73.9,70.2,0,0,0.85
11:30:14,12/2/2021,73.9,70.2,0,0,0.85
11:31:17,12/2/2021,74,69.8,0,0,0.87
11:32:17,12/2/2021,74,70,0,0,0.86
11:33:20,12/2/2021,74,69.9,0,0,0.86
11:34:23,12/2/2021,73.9,70.1,0,0,0.85
11:35:23,12/2/2021,73.9,70.2,0,0,0.85
11:36:26,12/2/2021,73.9,70.3,0,0,0.85
11:37:29,12/2/2021,73.8,70.5,0,0,0.84
11:38:29,12/2/2021,73.8,70.6,0,0,0.84
11:39:32,12/2/2021,73.7,70.9,0,0,0.83
11:40:32,12/2/2021,73.7,70.9,0,0,0.83
11:41:32,12/2/2021,73.7,71,0,0,0.82
11:42:32,12/2/2021,73.7,71.1,0,0,0.82
11:43:32,12/2/2021,73.7,71.1,0,0,0.82
11:44:32,12/2/2021,73.6,71.4,0,0,0.81
11:45:35,12/2/2021,73.5,71.6,0,0,0.8
11:46:38,12/2/2021,73.5,71.7,0,0,0.8
11:47:38,12/2/2021,73.4,72,0,0,0.79
11:48:41,12/2/2021,73.1,72.2,0,0,0.77
11:49:41,12/2/2021,73.1,72.5,0,0,0.76
11:50:44,12/2/2021,72.9,72.9,0,0,0.75
11:51:44,12/2/2021,72.9,72.9,0,0,0.75
11:52:44,12/2/2021,72.8,73.1,0,0,0.74
11:53:44,12/2/2021,72.7,73.2,0,0,0.74
11:54:47,12/2/2021,72.6,73.6,0,0,0.72
11:55:50,12/2/2021,72.5,73.6,0,0,0.72
11:56:50,12/2/2021,72.3,74,0,0,0.7
11:57:53,12/2/2021,72.2,74.3,0,0,0.69
11:58:53,12/2/2021,72.1,74.6,0,0,0.68
11:59:56,12/2/2021,72.1,74.5,0,0,0.69
12:00:56,12/2/2021,72,74.8,0,0,0.68
12:01:56,12/2/2021,71.9,75,0,0,0.67
12:02:59,12/2/2021,71.9,75.2,0,0,0.66
12:03:59,12/2/2021,71.9,75,0,0,0.67
12:05:02,12/2/2021,71.9,75.1,0,0,0.66
12:06:02,12/2/2021,71.9,75.1,0,0,0.66
12:07:05,12/2/2021,71.8,74.9,0,0,0.67
12:08:05,12/2/2021,71.7,75.5,0,0,0.65
12:09:05,12/2/2021,71.6,75.6,0,0,0.64
12:10:08,12/2/2021,71.6,75.9,0,0,0.64
12:11:11,12/2/2021,71.6,75.9,0,0,0.64
12:12:14,12/2/2021,71.7,75.6,0,0,0.65
12:13:14,12/2/2021,71.8,75.7,0,0,0.65
12:14:14,12/2/2021,71.9,75.6,0,0,0.65
12:15:17,12/2/2021,72,75.6,0,0,0.65
12:16:17,12/2/2021,72.1,75,0,0,0.67
12:17:17,12/2/2021,72.1,75.5,0,0,0.66
12:18:17,12/2/2021,72.1,75.3,0,0,0.66
12:19:17,12/2/2021,72.2,75.2,0,0,0.67
12:20:17,12/2/2021,72.2,75.3,0,0,0.67
12:21:20,12/2/2021,72.3,75,0,0,0.68
12:22:20,12/2/2021,72.4,74.9,0,0,0.68
12:23:20,12/2/2021,72.4,75,0,0,0.68
12:24:23,12/2/2021,72.4,74.9,0,0,0.68
12:25:23,12/2/2021,72.4,74.5,0,0,0.69
12:26:23,12/2/2021,72.4,74.6,0,0,0.69
12:27:26,12/2/2021,72.3,75,0,0,0.68
12:28:29,12/2/2021,72.2,75,0,0,0.67
12:29:29,12/2/2021,72.2,75.1,0,0,0.67
12:30:29,12/2/2021,72.1,75.2,0,0,0.67
12:31:29,12/2/2021,72.1,75.4,0,0,0.66
12:32:29,12/2/2021,72.1,75.6,0,0,0.66
12:33:29,12/2/2021,72.1,75.4,0,0,0.66
12:34:29,12/2/2021,72.3,75.1,0,0,0.67
12:35:29,12/2/2021,72.4,75,0,0,0.68
12:36:32,12/2/2021,72.4,74.8,0,0,0.68
12:37:32,12/2/2021,72.5,74.8,0,0,0.69
12:38:35,12/2/2021,72.6,74.4,0,0,0.7
12:39:35,12/2/2021,72.6,74.4,0,0,0.7
12:40:38,12/2/2021,72.6,74.3,0,0,0.7
12:41:38,12/2/2021,72.6,74.3,0,0,0.7
12:42:38,12/2/2021,72.6,74.6,0,0,0.69
12:43:41,12/2/2021,72.6,74.5,0,0,0.7
12:44:44,12/2/2021,72.6,74.6,0,0,0.69
12:45:44,12/2/2021,72.6,74.6,0,0,0.69
12:46:44,12/2/2021,72.6,74.4,0,0,0.7
12:47:47,12/2/2021,72.6,74.4,0,0,0.7
12:48:50,12/2/2021,72.6,74.6,0,0,0.69
12:49:50,12/2/2021,72.5,74.7,0,0,0.69
12:50:50,12/2/2021,72.4,74.6,0,0,0.69
12:51:53,12/2/2021,72.4,75,0,0,0.68
12:52:56,12/2/2021,72.3,74.8,0,0,0.68
12:53:56,12/2/2021,72.4,75.1,0,0,0.68
12:54:56,12/2/2021,72.3,74.6,0,0,0.69
12:55:56,12/2/2021,72.4,74.7,0,0,0.69
12:56:56,12/2/2021,72.4,74.6,0,0,0.69
12:57:59,12/2/2021,72.5,74.4,0,0,0.7
12:58:59,12/2/2021,72.5,74.3,0,0,0.7
12:59:59,12/2/2021,72.4,74.7,0,0,0.69
13:01:02,12/2/2021,72.4,74.8,0,0,0.68
13:02:05,12/2/2021,72.3,75,0,0,0.68
13:03:08,12/2/2021,72.3,75.2,0,0,0.67
13:04:11,12/2/2021,72.3,75.1,0,0,0.67
13:05:11,12/2/2021,72.3,75.2,0,0,0.67
13:06:14,12/2/2021,72.2,75.2,0,0,0.67
13:07:17,12/2/2021,72.2,75.4,0,0,0.66
13:08:20,12/2/2021,72.1,75.3,0,0,0.66
13:09:20,12/2/2021,72,75.2,0,0,0.66
13:10:23,12/2/2021,72,75.2,0,0,0.66
13:11:26,12/2/2021,71.9,75.3,0,0,0.66
13:12:29,12/2/2021,72,75.4,0,0,0.66
13:13:29,12/2/2021,71.9,75.5,0,0,0.65
13:14:32,12/2/2021,71.9,75.6,0,0,0.65
13:15:35,12/2/2021,71.9,75.6,0,0,0.65
13:16:35,12/2/2021,72,75.3,0,0,0.66
13:17:35,12/2/2021,72,75.2,0,0,0.66
13:18:38,12/2/2021,72.1,75,0,0,0.67
13:19:41,12/2/2021,72.1,75,0,0,0.67
13:20:41,12/2/2021,72.2,74.4,0,0,0.69
13:21:41,12/2/2021,72.2,74.6,0,0,0.69
13:22:44,12/2/2021,72.2,74.7,0,0,0.68
13:23:44,12/2/2021,72.1,75,0,0,0.67
13:24:47,12/2/2021,72.1,75.1,0,0,0.67
13:25:47,12/2/2021,72,75.3,0,0,0.66
13:26:50,12/2/2021,71.9,75.1,0,0,0.66
13:27:53,12/2/2021,71.9,75.3,0,0,0.66
13:28:56,12/2/2021,71.8,75.6,0,0,0.65
13:29:56,12/2/2021,71.8,75.5,0,0,0.65
13:30:59,12/2/2021,71.7,75.5,0,0,0.65
13:32:02,12/2/2021,71.7,75.5,0,0,0.65
13:33:02,12/2/2021,71.7,75.2,0,0,0.66
13:34:02,12/2/2021,71.7,75.3,0,0,0.66
13:35:05,12/2/2021,71.7,75.2,0,0,0.66
13:36:05,12/2/2021,71.8,74.9,0,0,0.67
13:37:05,12/2/2021,71.8,75.1,0,0,0.66
13:38:08,12/2/2021,71.8,75,0,0,0.67
13:39:08,12/2/2021,71.8,75.1,0,0,0.66
13:40:11,12/2/2021,71.8,75.2,0,0,0.66
13:41:14,12/2/2021,71.7,75.3,0,0,0.66
13:42:14,12/2/2021,71.7,75,0,0,0.66
13:43:17,12/2/2021,71.8,75,0,0,0.67
13:44:17,12/2/2021,71.8,75.2,0,0,0.66
13:45:20,12/2/2021,71.7,75,0,0,0.66
13:46:23,12/2/2021,71.7,75.2,0,0,0.66
13:47:23,12/2/2021,71.6,75.2,0,0,0.66
13:48:23,12/2/2021,71.5,75.6,0,0,0.64
13:49:26,12/2/2021,71.4,75.6,0,0,0.64
13:50:26,12/2/2021,71.4,75.5,0,0,0.64
13:51:29,12/2/2021,71.4,75.3,0,0,0.65
13:52:29,12/2/2021,71.4,75.2,0,0,0.65
13:53:32,12/2/2021,71.3,75.3,0,0,0.65
13:54:32,12/2/2021,71.3,75.3,0,0,0.65
13:55:32,12/2/2021,71.2,75.6,0,0,0.64
13:56:35,12/2/2021,71.2,75.7,0,0,0.63
13:57:35,12/2/2021,71.1,75.9,0,0,0.63
13:58:35,12/2/2021,71,76,0,0,0.62
13:59:38,12/2/2021,71,76,0,0,0.62
14:00:41,12/2/2021,71.1,75.8,0,0,0.63
14:01:41,12/2/2021,71,75.7,0,0,0.63
14:02:41,12/2/2021,70.9,76,0,0,0.62
14:03:44,12/2/2021,70.8,76.4,0,0,0.61
14:04:47,12/2/2021,70.7,76.5,0,0,0.6
14:05:47,12/2/2021,70.7,76.5,0,0,0.6
14:06:47,12/2/2021,70.7,76.4,0,0,0.61
14:07:50,12/2/2021,70.7,76.3,0,0,0.61
14:08:50,12/2/2021,70.7,76,0,0,0.62
14:09:50,12/2/2021,70.7,76,0,0,0.62
14:10:50,12/2/2021,70.7,75.9,0,0,0.62
14:11:50,12/2/2021,70.6,75.8,0,0,0.62
14:12:50,12/2/2021,70.6,75.7,0,0,0.62
14:13:53,12/2/2021,70.6,75.6,0,0,0.62
14:14:53,12/2/2021,70.6,75.5,0,0,0.63
14:15:53,12/2/2021,70.7,75.5,0,0,0.63
14:16:53,12/2/2021,70.7,75.5,0,0,0.63
14:17:56,12/2/2021,70.8,75.3,0,0,0.64
14:18:59,12/2/2021,70.8,75,0,0,0.64
14:19:59,12/2/2021,70.7,74.8,0,0,0.65
14:21:02,12/2/2021,70.7,74.9,0,0,0.64
14:22:02,12/2/2021,70.7,74.9,0,0,0.64
14:23:05,12/2/2021,70.7,74.9,0,0,0.64
14:24:05,12/2/2021,70.7,75,0,0,0.64
14:25:08,12/2/2021,70.6,75,0,0,0.64
14:26:08,12/2/2021,70.6,75.1,0,0,0.64
14:27:08,12/2/2021,70.6,75.2,0,0,0.63
14:28:11,12/2/2021,70.6,75.2,0,0,0.63
14:29:14,12/2/2021,70.5,75.5,0,0,0.62
14:30:14,12/2/2021,70.5,75.4,0,0,0.63
14:31:17,12/2/2021,70.5,75.4,0,0,0.63
14:32:17,12/2/2021,70.5,75.4,0,0,0.63
14:33:20,12/2/2021,70.4,75.5,0,0,0.62
14:34:20,12/2/2021,70.4,75.5,0,0,0.62
14:35:20,12/2/2021,70.4,75.6,0,0,0.62
14:36:20,12/2/2021,70.4,75.5,0,0,0.62
14:37:23,12/2/2021,70.5,75.6,0,0,0.62
14:38:26,12/2/2021,70.5,75.6,0,0,0.62
14:39:26,12/2/2021,70.5,75.6,0,0,0.62
14:40:26,12/2/2021,70.5,75.6,0,0,0.62
14:41:26,12/2/2021,70.5,75.7,0,0,0.62
14:42:29,12/2/2021,70.5,75.7,0,0,0.62
14:43:29,12/2/2021,70.5,75.7,0,0,0.62
14:44:32,12/2/2021,70.5,75.7,0,0,0.62
14:45:32,12/2/2021,70.6,75.6,0,0,0.62
14:46:35,12/2/2021,70.6,75.5,0,0,0.63
14:47:35,12/2/2021,70.7,75.3,0,0,0.63
14:48:35,12/2/2021,70.8,75.2,0,0,0.64
14:49:38,12/2/2021,70.9,75,0,0,0.65
14:50:38,12/2/2021,70.9,74.8,0,0,0.65
14:51:41,12/2/2021,71,74.6,0,0,0.66
14:52:41,12/2/2021,71.1,74.3,0,0,0.67
14:53:41,12/2/2021,71.1,74.4,0,0,0.67
14:54:44,12/2/2021,71.1,74.5,0,0,0.66
14:55:44,12/2/2021,71.1,74.4,0,0,0.67
14:56:47,12/2/2021,70.9,75.1,0,0,0.64
14:57:50,12/2/2021,70.8,75.5,0,0,0.63
14:58:53,12/2/2021,70.8,75.6,0,0,0.63
14:59:53,12/2/2021,70.9,75.2,0,0,0.64
15:00:53,12/2/2021,71,75.3,0,0,0.64
15:01:56,12/2/2021,71,75.2,0,0,0.64
15:02:59,12/2/2021,71,75,0,0,0.65
15:03:59,12/2/2021,71,74.3,0,0,0.67
15:05:02,12/2/2021,71.1,74.2,0,0,0.67
15:06:05,12/2/2021,71.1,74.7,0,0,0.66
15:07:05,12/2/2021,71.2,74.3,0,0,0.67
15:08:08,12/2/2021,71.1,74.4,0,0,0.67
15:09:08,12/2/2021,71,74.4,0,0,0.66
15:10:08,12/2/2021,71,74.6,0,0,0.66
15:11:08,12/2/2021,70.8,75,0,0,0.64
15:12:11,12/2/2021,70.6,75.4,0,0,0.63
15:13:11,12/2/2021,70.6,75.5,0,0,0.63
15:14:11,12/2/2021,70.5,75.7,0,0,0.62
15:15:11,12/2/2021,70.3,76,0,0,0.61
15:16:11,12/2/2021,70.3,76.4,0,0,0.6
15:17:11,12/2/2021,70.2,76.4,0,0,0.59
15:18:14,12/2/2021,70.2,76.5,0,0,0.59
15:19:14,12/2/2021,70.2,76.3,0,0,0.6
15:20:17,12/2/2021,70.3,76.3,0,0,0.6
15:21:17,12/2/2021,70.3,76.2,0,0,0.6
15:22:17,12/2/2021,70.3,76.3,0,0,0.6
15:23:20,12/2/2021,70.4,76.2,0,0,0.6
15:24:20,12/2/2021,70.5,76.2,0,0,0.61
15:25:23,12/2/2021,70.6,76.2,0,0,0.61
15:26:23,12/2/2021,70.6,76.2,0,0,0.61
15:27:26,12/2/2021,70.6,76,0,0,0.61
15:28:29,12/2/2021,70.6,76,0,0,0.61
15:29:29,12/2/2021,70.7,76,0,0,0.62
15:30:32,12/2/2021,70.7,75.9,0,0,0.62
15:31:32,12/2/2021,70.7,75.7,0,0,0.62
15:32:32,12/2/2021,70.7,76,0,0,0.62
15:33:35,12/2/2021,70.7,76,0,0,0.62
15:34:35,12/2/2021,70.6,75.9,0,0,0.62
15:35:38,12/2/2021,70.6,75.9,0,0,0.62
15:36:38,12/2/2021,70.8,75.7,0,0,0.63
15:37:38,12/2/2021,70.8,75.5,0,0,0.63
15:38:38,12/2/2021,70.7,75.6,0,0,0.63
15:39:41,12/2/2021,70.6,75.9,0,0,0.62
15:40:44,12/2/2021,70.5,76.1,0,0,0.61
15:41:44,12/2/2021,70.5,76.1,0,0,0.61
15:42:47,12/2/2021,70.5,76.1,0,0,0.61
15:43:47,12/2/2021,70.6,75.9,0,0,0.62
15:44:50,12/2/2021,70.7,75.9,0,0,0.62
15:45:53,12/2/2021,70.8,75.8,0,0,0.62
15:46:53,12/2/2021,70.8,75.8,0,0,0.62
15:47:56,12/2/2021,70.8,75.7,0,0,0.63
15:48:56,12/2/2021,70.9,75.1,0,0,0.64
15:49:56,12/2/2021,70.9,75.1,0,0,0.64
15:50:56,12/2/2021,70.9,75.2,0,0,0.64
15:51:56,12/2/2021,71,75.1,0,0,0.64
15:52:56,12/2/2021,71,75,0,0,0.65
15:53:59,12/2/2021,71,75.1,0,0,0.64
15:54:59,12/2/2021,71,75,0,0,0.65
15:56:02,12/2/2021,71,75,0,0,0.65
15:57:02,12/2/2021,71,75.1,0,0,0.64
15:58:02,12/2/2021,71.1,74.9,0,0,0.65
15:59:02,12/2/2021,71.2,74.6,0,0,0.66
16:00:05,12/2/2021,71.2,74.5,0,0,0.66
16:01:08,12/2/2021,71.2,74.6,0,0,0.66
16:02:11,12/2/2021,71.2,74.6,0,0,0.66
16:03:11,12/2/2021,71.2,74.6,0,0,0.66
16:04:11,12/2/2021,71.2,74.7,0,0,0.66
16:05:14,12/2/2021,71.2,74.6,0,0,0.66
16:06:17,12/2/2021,71.3,74.2,0,0,0.68
16:07:17,12/2/2021,71.4,73.8,0,0,0.69
16:08:17,12/2/2021,71.5,73.5,0,0,0.7
16:09:20,12/2/2021,71.6,73.4,0,0,0.7
16:10:20,12/2/2021,71.6,73.1,0,0,0.71
16:11:20,12/2/2021,71.7,73.2,0,0,0.71
16:12:23,12/2/2021,71.7,73.4,0,0,0.71
16:13:26,12/2/2021,71.7,73.4,0,0,0.71
16:14:29,12/2/2021,71.7,73.4,0,0,0.71
16:15:29,12/2/2021,71.7,73.5,0,0,0.7
16:16:32,12/2/2021,71.6,73.6,0,0,0.7
16:17:32,12/2/2021,71.6,73.8,0,0,0.69
16:18:35,12/2/2021,71.6,73.7,0,0,0.7
16:19:35,12/2/2021,71.6,73.7,0,0,0.7
16:20:38,12/2/2021,71.6,73.5,0,0,0.7
16:21:41,12/2/2021,71.7,73.6,0,0,0.7
16:22:41,12/2/2021,71.7,73.6,0,0,0.7
16:23:41,12/2/2021,71.7,73.5,0,0,0.7
16:24:44,12/2/2021,71.6,73.8,0,0,0.69
16:25:44,12/2/2021,71.6,74,0,0,0.69
16:26:47,12/2/2021,71.5,74.1,0,0,0.68
16:27:47,12/2/2021,71.5,74.4,0,0,0.67
16:28:47,12/2/2021,71.5,74.4,0,0,0.67
16:29:47,12/2/2021,71.5,74.3,0,0,0.68
16:30:50,12/2/2021,71.6,74.3,0,0,0.68
16:31:50,12/2/2021,71.6,74.1,0,0,0.68
16:32:53,12/2/2021,71.7,74,0,0,0.69
16:33:53,12/2/2021,71.7,74.1,0,0,0.69
16:34:53,12/2/2021,71.6,74.1,0,0,0.68
16:35:53,12/2/2021,71.6,74.3,0,0,0.68
16:36:56,12/2/2021,71.5,74.5,0,0,0.67
16:37:59,12/2/2021,71.5,74.4,0,0,0.67
16:39:02,12/2/2021,71.5,74.3,0,0,0.68
16:40:02,12/2/2021,71.6,74.4,0,0,0.68
16:41:05,12/2/2021,71.5,74.5,0,0,0.67
16:42:05,12/2/2021,71.5,74.7,0,0,0.67
16:43:08,12/2/2021,71.5,74.8,0,0,0.66
16:44:11,12/2/2021,71.4,74.9,0,0,0.66
16:45:11,12/2/2021,71.4,75.1,0,0,0.65
16:46:14,12/2/2021,71.4,74.9,0,0,0.66
16:47:14,12/2/2021,71.3,75,0,0,0.65
16:48:17,12/2/2021,71.3,75,0,0,0.65
16:49:20,12/2/2021,71.4,74.9,0,0,0.66
16:50:20,12/2/2021,71.3,74.9,0,0,0.66
16:51:20,12/2/2021,71.3,75.2,0,0,0.65
16:52:20,12/2/2021,71.3,75.3,0,0,0.65
16:53:23,12/2/2021,71.3,75.4,0,0,0.64
16:54:23,12/2/2021,71.3,74.9,0,0,0.66
16:55:26,12/2/2021,71.5,74.5,0,0,0.67
16:56:26,12/2/2021,71.6,74.5,0,0,0.67
16:57:29,12/2/2021,71.7,74.5,0,0,0.68
16:58:29,12/2/2021,71.6,74.6,0,0,0.67
16:59:29,12/2/2021,71.6,74.9,0,0,0.66
17:00:32,12/2/2021,71.5,75.3,0,0,0.65
17:01:32,12/2/2021,71.4,75.1,0,0,0.65
17:02:35,12/2/2021,71.4,75.2,0,0,0.65
17:03:35,12/2/2021,71.4,75.1,0,0,0.65
17:04:35,12/2/2021,71.5,75,0,0,0.66
17:05:38,12/2/2021,71.5,74.6,0,0,0.67
17:06:38,12/2/2021,71.6,74.4,0,0,0.68
17:07:41,12/2/2021,71.7,74.1,0,0,0.69
17:08:41,12/2/2021,71.7,74.1,0,0,0.69
17:09:41,12/2/2021,71.7,74.1,0,0,0.69
17:10:41,12/2/2021,71.8,73.9,0,0,0.69
17:11:44,12/2/2021,71.8,73.9,0,0,0.69
17:12:47,12/2/2021,71.8,73.8,0,0,0.7
17:13:47,12/2/2021,71.8,74,0,0,0.69
17:14:50,12/2/2021,71.8,74.1,0,0,0.69
17:15:50,12/2/2021,71.7,74.3,0,0,0.68
17:16:50,12/2/2021,71.7,74.3,0,0,0.68
17:17:50,12/2/2021,71.7,74.3,0,0,0.68
17:18:50,12/2/2021,71.7,74.3,0,0,0.68
17:19:50,12/2/2021,71.7,74.3,0,0,0.68
17:20:53,12/2/2021,71.7,74.2,0,0,0.68
17:21:53,12/2/2021,71.7,74.2,0,0,0.68
17:22:56,12/2/2021,71.7,74.2,0,0,0.68
17:23:59,12/2/2021,71.7,74.4,0,0,0.68
17:25:02,12/2/2021,71.7,74.3,0,0,0.68
17:26:02,12/2/2021,71.7,74.3,0,0,0.68
17:27:05,12/2/2021,71.7,74.3,0,0,0.68
17:28:05,12/2/2021,71.7,74.4,0,0,0.68
17:29:08,12/2/2021,71.7,74.3,0,0,0.68
17:30:08,12/2/2021,71.7,74.2,0,0,0.68
17:31:08,12/2/2021,71.7,74.3,0,0,0.68
17:32:08,12/2/2021,71.7,74.3,0,0,0.68
17:33:08,12/2/2021,71.7,74.5,0,0,0.68
17:34:08,12/2/2021,71.7,74.5,0,0,0.68
17:35:11,12/2/2021,71.7,74.6,0,0,0.67
17:36:11,12/2/2021,71.7,74.6,0,0,0.67
17:37:11,12/2/2021,71.7,74.5,0,0,0.68
17:38:14,12/2/2021,71.7,74.7,0,0,0.67
17:39:14,12/2/2021,71.7,74.9,0,0,0.67
17:40:17,12/2/2021,71.7,75,0,0,0.66
17:41:17,12/2/2021,71.8,75,0,0,0.67
17:42:20,12/2/2021,71.9,75,0,0,0.67
17:43:23,12/2/2021,71.9,75.1,0,0,0.66
17:44:23,12/2/2021,71.9,75,0,0,0.67
17:45:26,12/2/2021,72,75.1,0,0,0.67
17:46:26,12/2/2021,71.9,75,0,0,0.67
17:47:26,12/2/2021,71.9,75.1,0,0,0.66
17:48:26,12/2/2021,71.7,75.4,0,0,0.65
17:49:29,12/2/2021,71.7,75.7,0,0,0.64
17:50:29,12/2/2021,71.6,76,0,0,0.63
17:51:32,12/2/2021,71.6,76,0,0,0.63
17:52:35,12/2/2021,71.6,76,0,0,0.63
17:53:35,12/2/2021,71.4,76,0,0,0.63
17:54:38,12/2/2021,71.3,76.5,0,0,0.61
17:55:38,12/2/2021,71.3,76.7,1,0,0.61
17:56:41,12/2/2021,71.2,76.8,0,0,0.61
17:57:44,12/2/2021,71.2,77,0,0,0.6
17:58:44,12/2/2021,71.2,77,0,0,0.6
17:59:44,12/2/2021,71.3,77,1,0,0.6
18:00:44,12/2/2021,71.3,77,1,0,0.6
18:01:44,12/2/2021,71.3,77.1,1,0,0.6
18:02:44,12/2/2021,71.3,77,0,0,0.6
18:03:47,12/2/2021,71.3,77.2,1,0,0.6
18:04:47,12/2/2021,71.3,77.3,1,0,0.59
18:05:50,12/2/2021,71.2,77.4,1,0,0.59
