Time,Date,Water Temp (F),pH,Water Conductivity (µs/cm),Oxidation-reduction potential (ORP) or Disolved Oxygen (DO)
3:50:02,12/3/2021,74.1,7.85,508,228
3:51:02,12/3/2021,74.1,7.85,524,228
3:52:02,12/3/2021,74.1,7.85,505,228
3:53:05,12/3/2021,74.1,7.85,512,228
3:54:08,12/3/2021,74.1,7.85,506,228
3:55:11,12/3/2021,74.1,7.85,489,228
3:56:11,12/3/2021,74.1,7.84,519,229
3:57:14,12/3/2021,74.1,7.85,500,228
3:58:14,12/3/2021,74.1,7.84,474,229
3:59:14,12/3/2021,74.1,7.84,492,229
4:00:14,12/3/2021,74.1,7.84,507,229
4:01:17,12/3/2021,74.1,7.84,512,229
4:02:20,12/3/2021,74,7.84,517,229
4:03:20,12/3/2021,74,7.84,532,229
4:04:23,12/3/2021,74,7.84,517,229
4:05:23,12/3/2021,74,7.84,498,229
4:06:26,12/3/2021,74,7.83,489,230
4:07:26,12/3/2021,74,7.83,491,229
4:08:29,12/3/2021,74,7.84,492,230
4:09:29,12/3/2021,74,7.83,503,230
4:10:29,12/3/2021,74,7.83,512,230
4:11:32,12/3/2021,74,7.83,514,230
4:12:32,12/3/2021,74,7.83,512,230
4:13:32,12/3/2021,74,7.83,506,230
4:14:35,12/3/2021,74,7.83,508,230
4:15:38,12/3/2021,74,7.83,503,230
4:16:38,12/3/2021,74,7.83,504,230
4:17:38,12/3/2021,74,7.83,506,230
4:18:41,12/3/2021,74,7.83,525,230
4:19:41,12/3/2021,74,7.83,521,231
4:20:44,12/3/2021,74,7.82,533,231
4:21:44,12/3/2021,74,7.83,507,231
4:22:47,12/3/2021,74,7.83,532,231
4:23:50,12/3/2021,74,7.83,523,231
4:24:50,12/3/2021,74,7.83,483,231
4:25:53,12/3/2021,74,7.83,494,231
4:26:56,12/3/2021,74,7.83,508,231
4:27:56,12/3/2021,74,7.83,509,231
4:28:56,12/3/2021,74,7.82,510,231
4:29:56,12/3/2021,74,7.83,493,231
4:30:56,12/3/2021,74,7.82,446,231
4:31:56,12/3/2021,74,7.82,492,231
4:32:59,12/3/2021,74,7.82,501,231
4:33:59,12/3/2021,74,7.82,538,231
4:34:59,12/3/2021,74,7.82,515,231
4:35:59,12/3/2021,74,7.82,550,231
4:37:02,12/3/2021,74,7.82,528,231
4:38:02,12/3/2021,74,7.82,521,231
4:39:05,12/3/2021,74,7.82,523,232
4:40:08,12/3/2021,74,7.82,520,231
4:41:11,12/3/2021,74,7.82,528,232
4:42:11,12/3/2021,74,7.82,528,232
4:43:11,12/3/2021,74,7.82,502,232
4:44:11,12/3/2021,74,7.82,512,232
4:45:14,12/3/2021,74,7.82,500,232
4:46:14,12/3/2021,74,7.82,520,232
4:47:17,12/3/2021,74,7.82,504,232
4:48:17,12/3/2021,74,7.82,565,232
4:49:17,12/3/2021,74,7.82,509,232
4:50:17,12/3/2021,74,7.82,536,232
4:51:17,12/3/2021,74,7.82,515,232
4:52:17,12/3/2021,74,7.82,481,232
4:53:20,12/3/2021,74,7.82,512,232
4:54:23,12/3/2021,74,7.82,503,232
4:55:23,12/3/2021,74,7.82,541,232
4:56:23,12/3/2021,74,7.82,500,232
4:57:26,12/3/2021,74,7.82,536,232
4:58:29,12/3/2021,74,7.82,526,232
4:59:29,12/3/2021,74,7.82,513,232
5:00:29,12/3/2021,74,7.81,519,232
5:01:29,12/3/2021,74,7.82,526,232
5:02:29,12/3/2021,74,7.82,507,232
5:03:29,12/3/2021,74,7.82,522,232
5:04:32,12/3/2021,74,7.82,500,232
5:05:35,12/3/2021,74,7.81,516,232
5:06:35,12/3/2021,74,7.81,527,232
5:07:38,12/3/2021,74,7.81,518,232
5:08:41,12/3/2021,74,7.81,507,232
5:09:41,12/3/2021,74,7.81,513,232
5:10:41,12/3/2021,74,7.81,518,232
5:11:44,12/3/2021,74,7.81,512,232
5:12:47,12/3/2021,74,7.81,533,232
5:13:50,12/3/2021,74,7.81,537,232
5:14:50,12/3/2021,74,7.8,526,232
5:15:53,12/3/2021,74,7.81,535,232
5:16:56,12/3/2021,74,7.81,520,232
5:17:56,12/3/2021,74,7.81,508,232
5:18:56,12/3/2021,73.9,7.81,0,232
5:19:56,12/3/2021,73.9,7.81,508,232
5:20:56,12/3/2021,74,7.81,540,232
5:21:56,12/3/2021,73.9,7.81,514,232
5:22:56,12/3/2021,73.9,7.81,526,232
5:23:56,12/3/2021,73.9,7.81,537,232
5:24:56,12/3/2021,73.9,7.81,521,232
5:25:56,12/3/2021,73.9,7.81,494,232
5:26:56,12/3/2021,73.9,7.81,512,232
5:27:59,12/3/2021,73.9,7.81,515,232
5:29:02,12/3/2021,73.9,7.81,510,232
5:30:02,12/3/2021,73.9,7.81,501,232
5:31:02,12/3/2021,73.9,7.81,551,232
5:32:02,12/3/2021,73.9,7.81,517,233
5:33:05,12/3/2021,73.9,7.81,513,233
5:34:05,12/3/2021,73.9,7.81,516,233
5:35:08,12/3/2021,73.9,7.81,512,232
5:36:11,12/3/2021,73.9,7.81,511,233
5:37:14,12/3/2021,73.9,7.81,509,233
5:38:14,12/3/2021,73.9,7.81,522,233
5:39:17,12/3/2021,73.9,7.81,495,233
5:40:17,12/3/2021,73.9,7.81,546,233
5:41:17,12/3/2021,73.9,7.81,520,233
5:42:20,12/3/2021,73.9,7.81,0,233
5:43:23,12/3/2021,73.9,7.81,529,234
5:44:23,12/3/2021,73.9,7.81,489,234
5:45:23,12/3/2021,73.9,7.81,518,234
5:46:23,12/3/2021,73.9,7.81,513,234
5:47:26,12/3/2021,73.9,7.81,533,234
5:48:26,12/3/2021,73.9,7.81,502,234
5:49:26,12/3/2021,73.9,7.81,0,234
5:50:26,12/3/2021,73.9,7.8,518,234
5:51:29,12/3/2021,73.9,7.81,531,234
5:52:29,12/3/2021,73.9,7.81,534,234
5:53:32,12/3/2021,73.9,7.81,481,234
5:54:35,12/3/2021,73.9,7.81,506,234
5:55:38,12/3/2021,73.9,7.81,523,234
5:56:38,12/3/2021,73.9,7.81,501,234
5:57:41,12/3/2021,73.9,7.81,540,234
5:58:41,12/3/2021,73.9,7.81,539,234
5:59:44,12/3/2021,73.9,7.81,523,234
6:00:44,12/3/2021,73.9,7.81,491,235
6:01:44,12/3/2021,73.9,7.8,504,234
6:02:47,12/3/2021,73.9,7.81,511,235
6:03:47,12/3/2021,73.9,7.81,505,235
6:04:50,12/3/2021,73.9,7.81,503,234
6:05:50,12/3/2021,73.9,7.81,503,235
6:06:50,12/3/2021,73.9,7.8,482,235
6:07:50,12/3/2021,73.9,7.81,546,235
6:08:50,12/3/2021,73.9,7.8,550,235
6:09:50,12/3/2021,73.9,7.81,497,235
6:10:53,12/3/2021,73.9,7.8,529,235
6:11:56,12/3/2021,73.9,7.8,478,235
6:12:56,12/3/2021,73.9,7.8,525,235
6:13:56,12/3/2021,73.9,7.8,504,235
6:14:56,12/3/2021,73.9,7.81,540,235
6:15:56,12/3/2021,73.9,7.8,517,234
6:16:59,12/3/2021,73.9,7.8,539,234
6:18:02,12/3/2021,73.9,7.8,520,234
6:19:02,12/3/2021,73.9,7.8,504,234
6:20:05,12/3/2021,73.9,7.8,513,235
6:21:05,12/3/2021,73.9,7.8,517,235
6:22:08,12/3/2021,73.8,7.8,518,235
6:23:11,12/3/2021,73.8,7.8,506,235
6:24:11,12/3/2021,73.8,7.8,497,235
6:25:11,12/3/2021,73.8,7.8,524,235
6:26:11,12/3/2021,73.8,7.8,522,235
6:27:11,12/3/2021,73.8,7.8,513,236
6:28:11,12/3/2021,73.8,7.81,511,236
6:29:11,12/3/2021,73.8,7.8,0,235
6:30:11,12/3/2021,73.8,7.8,513,236
6:31:14,12/3/2021,73.8,7.8,504,236
6:32:14,12/3/2021,73.8,7.81,514,236
6:33:14,12/3/2021,73.8,7.8,507,236
6:34:17,12/3/2021,73.8,7.81,507,236
6:35:20,12/3/2021,73.8,7.8,518,236
6:36:20,12/3/2021,73.8,7.81,493,236
6:37:20,12/3/2021,73.8,7.81,0,236
6:38:23,12/3/2021,73.8,7.81,488,236
6:39:26,12/3/2021,73.8,7.81,508,236
6:40:26,12/3/2021,73.8,7.81,519,236
6:41:26,12/3/2021,73.8,7.8,515,236
6:42:29,12/3/2021,73.8,7.81,511,236
6:43:29,12/3/2021,73.8,7.81,505,236
6:44:29,12/3/2021,73.8,7.81,505,236
6:45:32,12/3/2021,73.8,7.81,524,236
6:46:32,12/3/2021,73.8,7.81,488,236
6:47:32,12/3/2021,73.8,7.81,505,236
6:48:32,12/3/2021,73.8,7.81,511,236
6:49:35,12/3/2021,73.8,7.81,0,236
6:50:35,12/3/2021,73.8,7.81,510,236
6:51:38,12/3/2021,73.8,7.81,510,236
6:52:41,12/3/2021,73.8,7.81,538,236
6:53:41,12/3/2021,73.8,7.81,499,236
6:54:41,12/3/2021,73.8,7.81,492,236
6:55:41,12/3/2021,73.8,7.81,512,236
6:56:41,12/3/2021,73.8,7.81,509,236
6:57:41,12/3/2021,73.8,7.81,532,236
6:58:44,12/3/2021,73.8,7.81,511,236
6:59:44,12/3/2021,73.8,7.81,482,236
7:00:47,12/3/2021,73.8,7.81,472,236
7:01:47,12/3/2021,73.8,7.81,487,236
7:02:50,12/3/2021,73.7,7.81,555,236
7:03:53,12/3/2021,73.7,7.81,474,236
7:04:56,12/3/2021,73.7,7.81,533,236
7:05:56,12/3/2021,73.7,7.81,462,236
7:06:59,12/3/2021,73.7,7.81,486,236
7:07:59,12/3/2021,73.7,7.82,470,236
7:08:59,12/3/2021,73.7,7.81,0,236
7:09:59,12/3/2021,73.7,7.82,487,236
7:10:59,12/3/2021,73.7,7.81,469,236
7:11:59,12/3/2021,73.7,7.82,539,236
7:13:02,12/3/2021,73.7,7.82,504,236
7:14:05,12/3/2021,73.7,7.82,559,236
7:15:05,12/3/2021,73.7,7.81,520,236
7:16:05,12/3/2021,73.7,7.81,572,236
7:17:05,12/3/2021,73.7,7.81,523,236
7:18:08,12/3/2021,73.7,7.81,488,236
7:19:08,12/3/2021,73.7,7.81,500,236
7:20:11,12/3/2021,73.7,7.82,550,236
7:21:14,12/3/2021,73.7,7.82,501,236
7:22:14,12/3/2021,73.7,7.81,528,236
7:23:14,12/3/2021,73.7,7.82,508,236
7:24:14,12/3/2021,73.7,7.82,565,236
7:25:17,12/3/2021,73.7,7.82,523,236
7:26:17,12/3/2021,73.7,7.81,484,236
7:27:20,12/3/2021,73.7,7.82,474,236
7:28:20,12/3/2021,73.7,7.8,482,236
7:29:20,12/3/2021,73.7,7.8,513,236
7:30:20,12/3/2021,73.7,7.81,508,236
7:31:20,12/3/2021,73.7,7.8,503,236
7:32:20,12/3/2021,73.7,7.8,556,236
7:33:23,12/3/2021,73.7,7.8,482,237
7:34:23,12/3/2021,73.7,7.81,525,236
7:35:23,12/3/2021,73.7,7.81,485,236
7:36:26,12/3/2021,73.7,7.81,522,236
7:37:29,12/3/2021,73.7,7.81,575,236
7:38:29,12/3/2021,73.7,7.81,430,237
7:39:29,12/3/2021,73.7,7.81,539,237
7:40:32,12/3/2021,73.7,7.8,433,236
7:41:32,12/3/2021,73.7,7.8,492,236
7:42:32,12/3/2021,73.7,7.8,526,236
7:43:35,12/3/2021,73.7,7.8,512,236
7:44:38,12/3/2021,73.7,7.81,513,237
7:45:38,12/3/2021,73.7,7.81,465,237
7:46:38,12/3/2021,73.7,7.81,482,237
7:47:41,12/3/2021,73.6,7.81,484,237
7:48:41,12/3/2021,73.6,7.81,489,237
7:49:44,12/3/2021,73.6,7.81,501,237
7:50:44,12/3/2021,73.6,7.81,499,237
7:51:47,12/3/2021,73.6,7.81,532,238
7:52:47,12/3/2021,73.6,7.81,507,237
7:53:47,12/3/2021,73.6,7.81,506,238
7:54:50,12/3/2021,73.6,7.81,499,237
7:55:50,12/3/2021,73.6,7.81,509,238
7:56:53,12/3/2021,73.6,7.81,498,237
7:57:53,12/3/2021,73.6,7.81,483,238
7:58:53,12/3/2021,73.6,7.81,0,237
7:59:53,12/3/2021,73.6,7.81,512,238
8:00:56,12/3/2021,73.6,7.81,500,238
8:01:59,12/3/2021,73.6,7.81,512,238
8:02:59,12/3/2021,73.6,7.81,500,238
8:03:59,12/3/2021,73.6,7.81,532,238
8:04:59,12/3/2021,73.6,7.81,535,238
8:05:59,12/3/2021,73.6,7.81,500,238
8:06:59,12/3/2021,73.6,7.81,520,238
8:08:02,12/3/2021,73.6,7.81,507,238
8:09:02,12/3/2021,73.6,7.81,516,238
8:10:05,12/3/2021,73.6,7.81,492,238
8:11:05,12/3/2021,73.6,7.81,540,239
8:12:05,12/3/2021,73.6,7.81,519,239
8:13:05,12/3/2021,73.6,7.81,530,239
8:14:08,12/3/2021,73.6,7.81,497,239
8:15:11,12/3/2021,73.6,7.81,514,239
8:16:11,12/3/2021,73.6,7.81,519,239
8:17:14,12/3/2021,73.6,7.81,527,239
8:18:14,12/3/2021,73.6,7.82,502,239
8:19:14,12/3/2021,73.5,7.81,484,239
8:20:17,12/3/2021,73.5,7.81,511,239
8:21:17,12/3/2021,73.5,7.81,519,239
8:22:20,12/3/2021,73.5,7.82,482,239
8:23:23,12/3/2021,73.5,7.82,488,239
8:24:26,12/3/2021,73.5,7.82,516,239
8:25:26,12/3/2021,73.5,7.81,510,239
8:26:26,12/3/2021,73.5,7.82,515,239
8:27:26,12/3/2021,73.5,7.81,516,239
8:28:26,12/3/2021,73.5,7.82,497,239
8:29:29,12/3/2021,73.5,7.82,482,239
8:30:32,12/3/2021,73.5,7.82,499,239
8:31:35,12/3/2021,73.5,7.82,515,239
8:32:35,12/3/2021,73.5,7.82,500,239
8:33:35,12/3/2021,73.5,7.82,507,239
8:34:38,12/3/2021,73.5,7.82,523,239
8:35:41,12/3/2021,73.5,7.82,498,239
8:36:41,12/3/2021,73.5,7.82,479,238
8:37:44,12/3/2021,73.5,7.82,482,239
8:38:44,12/3/2021,73.5,7.82,473,239
8:39:44,12/3/2021,73.5,7.82,0,239
8:40:47,12/3/2021,73.5,7.82,505,238
8:41:50,12/3/2021,73.5,7.82,0,239
8:42:50,12/3/2021,73.5,7.82,505,239
8:43:50,12/3/2021,73.5,7.82,480,239
8:44:53,12/3/2021,73.5,7.82,481,239
8:45:53,12/3/2021,73.5,7.82,508,239
8:46:56,12/3/2021,73.5,7.82,546,239
8:47:56,12/3/2021,73.5,7.82,522,239
8:48:56,12/3/2021,73.5,7.83,510,239
8:49:59,12/3/2021,73.5,7.83,503,239
8:50:59,12/3/2021,73.5,7.82,514,239
8:52:02,12/3/2021,73.5,7.82,526,239
8:53:02,12/3/2021,73.5,7.83,530,239
8:54:02,12/3/2021,73.5,7.82,588,239
8:55:02,12/3/2021,73.5,7.82,493,239
8:56:05,12/3/2021,73.5,7.83,498,239
8:57:05,12/3/2021,73.5,7.83,518,239
8:58:05,12/3/2021,73.5,7.83,522,239
8:59:05,12/3/2021,73.5,7.83,522,239
9:00:05,12/3/2021,73.4,7.83,502,239
9:01:05,12/3/2021,73.4,7.83,484,239
9:02:08,12/3/2021,73.4,7.83,479,239
9:03:11,12/3/2021,73.4,7.83,525,239
9:04:11,12/3/2021,73.4,7.83,454,239
9:05:14,12/3/2021,73.4,7.83,514,239
9:06:14,12/3/2021,73.4,7.83,528,239
9:07:14,12/3/2021,73.4,7.83,483,239
9:08:14,12/3/2021,73.4,7.83,501,239
9:09:17,12/3/2021,73.4,7.83,511,240
9:10:17,12/3/2021,73.4,7.83,497,239
9:11:17,12/3/2021,73.4,7.83,516,240
9:12:20,12/3/2021,73.4,7.83,530,240
9:13:20,12/3/2021,73.4,7.83,492,239
9:14:23,12/3/2021,73.4,7.83,485,239
9:15:26,12/3/2021,73.4,7.83,486,240
9:16:29,12/3/2021,73.4,7.83,422,240
9:17:32,12/3/2021,73.4,7.83,549,240
9:18:32,12/3/2021,73.4,7.83,504,239
9:19:32,12/3/2021,73.4,7.83,519,239
9:20:35,12/3/2021,73.4,7.84,500,240
9:21:35,12/3/2021,73.4,7.83,532,239
9:22:35,12/3/2021,73.4,7.83,486,240
9:23:35,12/3/2021,73.4,7.83,471,239
9:24:35,12/3/2021,73.4,7.83,503,240
9:25:35,12/3/2021,73.4,7.83,542,240
9:26:35,12/3/2021,73.4,7.83,0,240
9:27:35,12/3/2021,73.4,7.83,509,240
9:28:35,12/3/2021,73.4,7.83,522,240
9:29:38,12/3/2021,73.4,7.83,512,240
9:30:41,12/3/2021,73.4,7.84,564,240
9:31:41,12/3/2021,73.4,7.84,522,240
9:32:44,12/3/2021,73.4,7.84,502,240
9:33:47,12/3/2021,73.4,7.83,509,240
9:34:50,12/3/2021,73.4,7.83,515,240
9:35:53,12/3/2021,73.4,7.84,506,240
9:36:53,12/3/2021,73.4,7.84,523,240
9:37:56,12/3/2021,73.4,7.84,510,240
9:38:59,12/3/2021,73.4,7.84,511,240
9:39:59,12/3/2021,73.3,7.83,504,240
9:40:59,12/3/2021,73.3,7.84,534,240
9:42:02,12/3/2021,73.3,7.84,500,240
9:43:05,12/3/2021,73.3,7.84,506,240
9:44:05,12/3/2021,73.3,7.84,536,240
9:45:05,12/3/2021,73.3,7.84,485,240
9:46:05,12/3/2021,73.3,7.84,496,240
9:47:05,12/3/2021,73.3,7.84,518,240
9:48:08,12/3/2021,73.3,7.84,503,240
9:49:11,12/3/2021,73.3,7.84,494,240
9:50:11,12/3/2021,73.3,7.84,476,240
9:51:11,12/3/2021,73.3,7.84,508,240
9:52:14,12/3/2021,73.3,7.84,533,240
9:53:17,12/3/2021,73.3,7.84,511,240
9:54:17,12/3/2021,73.3,7.84,518,240
9:55:17,12/3/2021,73.3,7.83,506,240
9:56:20,12/3/2021,73.3,7.83,528,240
9:57:23,12/3/2021,73.3,7.82,495,240
9:58:26,12/3/2021,73.3,7.83,517,240
9:59:26,12/3/2021,73.3,7.82,483,240
10:00:26,12/3/2021,73.3,7.83,517,240
10:01:26,12/3/2021,73.3,7.82,508,240
10:02:26,12/3/2021,73.3,7.84,506,240
10:03:29,12/3/2021,73.3,7.84,507,240
10:04:29,12/3/2021,73.3,7.84,476,240
10:05:29,12/3/2021,73.3,7.84,546,241
10:06:32,12/3/2021,73.2,7.84,445,240
10:07:32,12/3/2021,73.2,7.84,492,241
10:08:32,12/3/2021,73.2,7.84,485,241
10:09:35,12/3/2021,73.2,7.84,502,240
10:10:35,12/3/2021,73.2,7.84,500,240
10:11:35,12/3/2021,73.2,7.84,527,241
10:12:38,12/3/2021,73.2,7.84,509,240
10:13:38,12/3/2021,73.2,7.84,472,240
10:14:41,12/3/2021,73.2,7.84,501,241
10:15:41,12/3/2021,73.2,7.84,537,241
10:16:44,12/3/2021,73.2,7.84,496,241
10:17:44,12/3/2021,73.2,7.84,499,241
10:18:44,12/3/2021,73.2,7.84,534,240
10:19:44,12/3/2021,73.2,7.84,514,240
10:20:44,12/3/2021,73.2,7.84,530,240
10:21:44,12/3/2021,73.2,7.84,530,241
10:22:47,12/3/2021,73.2,7.84,466,240
10:23:47,12/3/2021,73.2,7.84,515,241
10:24:50,12/3/2021,73.2,7.84,485,241
10:25:50,12/3/2021,73.2,7.84,498,240
10:26:50,12/3/2021,73.2,7.84,513,241
10:27:50,12/3/2021,73.2,7.84,533,240
10:28:50,12/3/2021,73.2,7.84,515,241
10:29:50,12/3/2021,73.2,7.84,535,240
10:30:53,12/3/2021,73.2,7.84,491,241
10:31:53,12/3/2021,73.2,7.84,510,241
10:32:56,12/3/2021,73.2,7.84,513,241
10:33:56,12/3/2021,73.2,7.84,543,241
10:34:56,12/3/2021,73.2,7.84,499,242
10:35:59,12/3/2021,73.1,7.84,518,242
10:37:02,12/3/2021,73.1,7.84,512,242
10:38:02,12/3/2021,73.1,7.84,501,242
10:39:05,12/3/2021,73.1,7.84,482,242
10:40:05,12/3/2021,73.1,7.84,495,242
10:41:05,12/3/2021,73.1,7.84,517,242
10:42:05,12/3/2021,73.1,7.84,503,242
10:43:08,12/3/2021,73.1,7.84,511,242
10:44:11,12/3/2021,73.1,7.84,489,242
10:45:11,12/3/2021,73.1,7.84,500,242
10:46:11,12/3/2021,73.1,7.84,529,242
10:47:11,12/3/2021,73.1,7.84,519,242
10:48:14,12/3/2021,73.1,7.84,522,242
10:49:14,12/3/2021,73.1,7.84,489,243
10:50:17,12/3/2021,73.1,7.85,521,243
10:51:20,12/3/2021,73.1,7.84,532,243
10:52:23,12/3/2021,73.1,7.84,524,243
10:53:26,12/3/2021,73.1,7.85,506,243
10:54:26,12/3/2021,73.1,7.84,520,243
10:55:26,12/3/2021,73.1,7.85,545,243
10:56:29,12/3/2021,73.1,7.84,489,243
10:57:29,12/3/2021,73.1,7.84,509,243
10:58:32,12/3/2021,73,7.84,500,243
10:59:32,12/3/2021,73,7.84,507,242
11:00:35,12/3/2021,73,7.84,527,243
11:01:35,12/3/2021,73,7.85,481,242
11:02:35,12/3/2021,73,7.84,519,243
11:03:35,12/3/2021,73,7.84,519,243
11:04:35,12/3/2021,73,7.85,495,243
11:05:35,12/3/2021,73,7.84,519,243
11:06:35,12/3/2021,73,7.85,510,243
11:07:35,12/3/2021,73,7.85,540,244
11:08:38,12/3/2021,73,7.85,523,243
11:09:41,12/3/2021,73,7.85,530,243
11:10:41,12/3/2021,73,7.85,498,244
11:11:44,12/3/2021,73,7.85,521,244
11:12:47,12/3/2021,73,7.85,491,243
11:13:50,12/3/2021,73,7.85,546,244
11:14:53,12/3/2021,73,7.85,525,243
11:15:53,12/3/2021,73,7.85,545,244
11:16:56,12/3/2021,73,7.85,503,244
11:17:59,12/3/2021,73,7.85,534,244
11:18:59,12/3/2021,73,7.85,496,244
11:19:59,12/3/2021,73,7.85,537,244
11:21:02,12/3/2021,73,7.85,481,244
11:22:02,12/3/2021,73,7.85,453,244
11:23:02,12/3/2021,73,7.85,518,244
11:24:05,12/3/2021,73,7.85,523,244
11:25:05,12/3/2021,73,7.85,508,244
11:26:05,12/3/2021,73,7.85,488,244
11:27:08,12/3/2021,73,7.85,519,244
11:28:11,12/3/2021,73,7.85,516,244
11:29:11,12/3/2021,72.9,7.85,416,244
11:30:11,12/3/2021,72.9,7.85,0,244
11:31:11,12/3/2021,72.9,7.85,514,244
11:32:14,12/3/2021,72.9,7.85,521,244
11:33:14,12/3/2021,72.9,7.85,484,244
11:34:17,12/3/2021,72.9,7.85,464,244
11:35:17,12/3/2021,72.9,7.85,528,245
11:36:17,12/3/2021,72.9,7.85,533,244
11:37:17,12/3/2021,72.9,7.85,487,244
11:38:20,12/3/2021,72.9,7.85,518,244
11:39:20,12/3/2021,72.9,7.85,540,244
11:40:20,12/3/2021,72.9,7.85,0,244
11:41:20,12/3/2021,72.9,7.85,0,245
11:42:23,12/3/2021,72.9,7.85,516,245
11:43:26,12/3/2021,72.9,7.85,530,244
11:44:29,12/3/2021,72.9,7.85,527,245
11:45:29,12/3/2021,72.9,7.85,510,244
11:46:32,12/3/2021,72.9,7.85,534,244
11:47:32,12/3/2021,72.9,7.85,503,244
11:48:35,12/3/2021,72.9,7.85,522,245
11:49:35,12/3/2021,72.9,7.85,517,245
11:50:38,12/3/2021,72.9,7.85,522,245
11:51:41,12/3/2021,72.9,7.85,510,245
11:52:41,12/3/2021,72.9,7.85,516,245
11:53:41,12/3/2021,72.9,7.85,503,245
11:54:41,12/3/2021,72.9,7.85,510,245
11:55:44,12/3/2021,72.9,7.85,519,245
11:56:44,12/3/2021,72.9,7.85,519,245
11:57:44,12/3/2021,72.9,7.85,537,245
11:58:44,12/3/2021,72.8,7.85,490,245
11:59:44,12/3/2021,72.8,7.85,522,245
12:00:44,12/3/2021,72.8,7.85,563,245
12:01:47,12/3/2021,72.8,7.85,530,246
12:02:50,12/3/2021,72.8,7.85,546,245
12:03:53,12/3/2021,72.8,7.85,552,245
12:04:53,12/3/2021,72.8,7.85,533,245
12:05:56,12/3/2021,72.8,7.85,506,246
12:06:56,12/3/2021,72.8,7.85,541,246
12:07:59,12/3/2021,72.8,7.85,544,246
12:08:59,12/3/2021,72.8,7.85,525,246
12:10:02,12/3/2021,72.8,7.85,504,245
12:11:02,12/3/2021,72.8,7.85,534,245
12:12:05,12/3/2021,72.8,7.85,528,246
12:13:05,12/3/2021,72.8,7.85,503,246
12:14:08,12/3/2021,72.8,7.85,515,245
12:15:08,12/3/2021,72.8,7.85,521,245
12:16:08,12/3/2021,72.8,7.85,504,246
12:17:11,12/3/2021,72.8,7.85,510,245
12:18:14,12/3/2021,72.8,7.85,503,246
12:19:14,12/3/2021,72.8,7.85,521,246
12:20:17,12/3/2021,72.8,7.85,508,246
12:21:17,12/3/2021,72.8,7.85,559,245
12:22:20,12/3/2021,72.8,7.85,538,246
12:23:20,12/3/2021,72.7,7.85,535,246
12:24:20,12/3/2021,72.7,7.85,472,246
12:25:20,12/3/2021,72.7,7.85,513,246
12:26:20,12/3/2021,72.7,7.85,478,246
12:27:20,12/3/2021,72.7,7.85,506,246
12:28:23,12/3/2021,72.7,7.85,563,246
12:29:26,12/3/2021,72.7,7.85,517,246
12:30:26,12/3/2021,72.7,7.85,503,246
12:31:29,12/3/2021,72.7,7.86,556,246
12:32:29,12/3/2021,72.7,7.85,574,247
12:33:29,12/3/2021,72.7,7.86,481,247
12:34:29,12/3/2021,72.7,7.85,512,247
12:35:29,12/3/2021,72.7,7.85,523,246
12:36:29,12/3/2021,72.7,7.85,530,246
12:37:32,12/3/2021,72.7,7.85,499,247
12:38:32,12/3/2021,72.7,7.86,533,247
12:39:35,12/3/2021,72.7,7.85,529,247
12:40:35,12/3/2021,72.7,7.85,519,247
12:41:35,12/3/2021,72.7,7.85,540,247
12:42:38,12/3/2021,72.7,7.85,507,247
12:43:38,12/3/2021,72.7,7.85,480,247
12:44:41,12/3/2021,72.7,7.85,535,247
12:45:41,12/3/2021,72.7,7.86,517,247
12:46:41,12/3/2021,72.7,7.86,516,247
12:47:41,12/3/2021,72.7,7.86,456,247
12:48:41,12/3/2021,72.7,7.85,549,247
12:49:41,12/3/2021,72.7,7.85,542,247
12:50:44,12/3/2021,72.7,7.85,507,247
12:51:44,12/3/2021,72.7,7.85,573,247
12:52:44,12/3/2021,72.7,7.85,0,248
12:53:44,12/3/2021,72.7,7.85,521,248
12:54:47,12/3/2021,72.7,7.86,509,248
12:55:50,12/3/2021,72.7,7.85,531,248
12:56:50,12/3/2021,72.7,7.85,516,248
12:57:53,12/3/2021,72.7,7.85,539,248
12:58:56,12/3/2021,72.6,7.85,508,248
12:59:56,12/3/2021,72.7,7.85,494,248
13:00:56,12/3/2021,72.6,7.86,536,248
13:01:56,12/3/2021,72.7,7.85,554,248
13:02:59,12/3/2021,72.7,7.85,531,248
13:03:59,12/3/2021,72.6,7.85,523,248
13:05:02,12/3/2021,72.6,7.86,532,248
13:06:05,12/3/2021,72.6,7.85,0,248
13:07:05,12/3/2021,72.6,7.86,519,248
13:08:05,12/3/2021,72.6,7.85,478,248
13:09:05,12/3/2021,72.6,7.85,497,248
13:10:08,12/3/2021,72.6,7.85,533,248
13:11:08,12/3/2021,72.6,7.86,475,248
13:12:11,12/3/2021,72.6,7.86,531,248
13:13:11,12/3/2021,72.6,7.86,507,248
13:14:11,12/3/2021,72.6,7.86,498,248
13:15:11,12/3/2021,72.6,7.86,530,248
13:16:11,12/3/2021,72.6,7.86,541,248
13:17:11,12/3/2021,72.6,7.86,514,248
13:18:14,12/3/2021,72.6,7.86,507,248
13:19:14,12/3/2021,72.6,7.86,577,248
13:20:17,12/3/2021,72.6,7.86,521,248
13:21:17,12/3/2021,72.6,7.86,513,248
13:22:20,12/3/2021,72.6,7.86,526,248
13:23:20,12/3/2021,72.6,7.86,524,248
13:24:20,12/3/2021,72.6,7.85,553,248
13:25:23,12/3/2021,72.6,7.86,500,249
13:26:23,12/3/2021,72.6,7.86,547,248
