Time,Date,Ambient Temperature Temp. (¡F):,Rellative Humicity (%),Light (Irradiance) (W/m2),Carbon Dioxide (ppm),Vapor Pressure Deficit (kPa)
1:04:50,12/11/2021,89.8,47,301,430,2.54
1:05:50,12/11/2021,89.9,46.4,281,429,2.57
1:06:53,12/11/2021,89.4,47.3,280,427,2.49
1:07:56,12/11/2021,89.5,47.2,285,428,2.5
1:08:59,12/11/2021,89.7,47.8,280,428,2.49
1:09:59,12/11/2021,90.1,46.3,276,429,2.59
1:10:59,12/11/2021,89.8,47.6,283,427,2.51
1:11:59,12/11/2021,90.5,47.2,280,428,2.58
1:12:59,12/11/2021,91.5,45,278,429,2.77
1:14:02,12/11/2021,91.3,45.3,283,430,2.74
1:15:02,12/11/2021,90.4,44.7,287,431,2.7
1:16:02,12/11/2021,90.9,44.6,289,431,2.74
1:17:02,12/11/2021,89.7,46.2,277,431,2.57
1:18:05,12/11/2021,90.1,46.7,273,430,2.57
1:19:08,12/11/2021,90.3,45.6,272,429,2.64
1:20:11,12/11/2021,88.7,47.1,269,428,2.44
1:21:11,12/11/2021,89.1,47.3,266,428,2.47
1:22:14,12/11/2021,89.3,46.9,269,431,2.5
1:23:14,12/11/2021,90.3,45.9,270,430,2.63
1:24:14,12/11/2021,90.4,45.5,269,428,2.66
1:25:14,12/11/2021,91.1,45.3,267,428,2.73
1:26:17,12/11/2021,90.6,46.6,269,428,2.62
1:27:17,12/11/2021,90.9,45.3,268,428,2.71
1:28:20,12/11/2021,90.3,46,240,429,2.62
1:29:23,12/11/2021,90.1,46,272,429,2.61
1:30:23,12/11/2021,89.7,46.4,258,429,2.56
1:31:26,12/11/2021,90.4,45.3,258,430,2.67
1:32:29,12/11/2021,90.7,44.6,252,430,2.73
1:33:29,12/11/2021,92,43.9,249,430,2.87
1:34:32,12/11/2021,92,44.8,247,431,2.83
1:35:32,12/11/2021,92.2,44.5,208,430,2.86
1:36:32,12/11/2021,92.1,45,249,433,2.83
1:37:32,12/11/2021,92.3,43.9,244,434,2.9
1:38:35,12/11/2021,92.6,43.9,254,435,2.93
1:39:35,12/11/2021,92.8,43.8,251,434,2.95
1:40:35,12/11/2021,92.3,43,198,434,2.95
1:41:35,12/11/2021,90.7,44.3,255,433,2.74
1:42:35,12/11/2021,91.1,44,248,433,2.79
1:43:35,12/11/2021,91.3,44.3,247,432,2.79
1:44:35,12/11/2021,91.5,45,109,430,2.77
1:45:35,12/11/2021,90.8,45.8,250,430,2.68
1:46:38,12/11/2021,91.2,44.8,242,430,2.76
1:47:38,12/11/2021,89.8,45.2,243,428,2.62
1:48:41,12/11/2021,90.8,44.3,99,428,2.75
1:49:41,12/11/2021,90.4,45.3,138,428,2.67
1:50:41,12/11/2021,89.8,46,192,428,2.58
1:51:44,12/11/2021,89.6,46.6,51,428,2.54
1:52:44,12/11/2021,88.4,47.3,86,428,2.41
1:53:47,12/11/2021,87,48.9,75,428,2.24
1:54:47,12/11/2021,85.6,50.8,103,429,2.06
1:55:47,12/11/2021,85.2,52.1,76,427,1.98
1:56:47,12/11/2021,85,53,76,428,1.93
1:57:47,12/11/2021,85,52.8,76,426,1.94
1:58:47,12/11/2021,84.9,53.2,76,426,1.92
1:59:50,12/11/2021,84.5,53.1,75,426,1.9
2:00:50,12/11/2021,84.1,54.3,74,427,1.82
2:01:50,12/11/2021,84,54,78,426,1.83
2:02:50,12/11/2021,83.4,54.8,83,428,1.76
2:03:50,12/11/2021,82.9,55.4,86,427,1.71
2:04:50,12/11/2021,82.9,55.1,93,428,1.72
2:05:53,12/11/2021,83,54.8,97,427,1.74
2:06:53,12/11/2021,83.8,53.9,103,427,1.82
2:07:53,12/11/2021,83.7,53.6,109,426,1.83
2:08:56,12/11/2021,83.8,53.5,108,425,1.84
2:09:56,12/11/2021,83.5,53.8,110,425,1.81
2:10:56,12/11/2021,83.2,54.2,114,425,1.78
2:11:59,12/11/2021,82.9,54.6,118,425,1.74
2:13:02,12/11/2021,83.2,54.7,134,424,1.76
2:14:02,12/11/2021,83.6,54.1,126,423,1.8
2:15:02,12/11/2021,84.3,54,124,424,1.85
2:16:02,12/11/2021,84.6,53.4,119,422,1.89
2:17:05,12/11/2021,84.5,54.1,113,424,1.86
2:18:05,12/11/2021,84.6,53.9,105,423,1.87
2:19:05,12/11/2021,83.9,54.4,101,425,1.81
2:20:08,12/11/2021,83.1,55.4,97,424,1.72
2:21:11,12/11/2021,82.7,55.7,94,424,1.69
2:22:14,12/11/2021,82.7,56.3,93,425,1.67
2:23:14,12/11/2021,82.7,55.9,94,425,1.68
2:24:17,12/11/2021,82.9,56.5,95,425,1.67
2:25:17,12/11/2021,82.3,55.8,98,424,1.66
2:26:17,12/11/2021,82.2,56.1,101,425,1.65
2:27:20,12/11/2021,82.3,56,102,424,1.66
2:28:20,12/11/2021,81.8,56.9,102,425,1.6
2:29:20,12/11/2021,82.1,56.1,103,424,1.64
2:30:23,12/11/2021,82,56.6,103,424,1.62
2:31:23,12/11/2021,82.1,56.9,103,424,1.61
2:32:23,12/11/2021,82.4,56.7,102,424,1.64
2:33:26,12/11/2021,82.7,56.6,99,422,1.66
2:34:29,12/11/2021,82.5,56.8,97,423,1.64
2:35:29,12/11/2021,82,57,93,421,1.6
2:36:32,12/11/2021,81.8,57.7,90,422,1.57
2:37:32,12/11/2021,81.7,58.2,89,424,1.54
2:38:32,12/11/2021,81.8,58.5,87,423,1.54
2:39:32,12/11/2021,81.8,58.2,86,424,1.55
2:40:32,12/11/2021,82,58.3,86,422,1.56
2:41:32,12/11/2021,82.1,57.4,86,423,1.59
2:42:35,12/11/2021,81.9,57.8,88,423,1.57
2:43:38,12/11/2021,82.2,57.7,90,424,1.59
2:44:38,12/11/2021,82.2,57.8,97,424,1.58
2:45:41,12/11/2021,81.9,57.4,109,424,1.58
2:46:41,12/11/2021,81.7,57,105,422,1.59
2:47:44,12/11/2021,81.6,57.2,111,419,1.58
2:48:47,12/11/2021,81.6,57.2,114,420,1.58
2:49:50,12/11/2021,82.1,57.4,119,420,1.59
2:50:50,12/11/2021,82.5,57.2,123,421,1.62
2:51:53,12/11/2021,83.1,56.6,123,421,1.68
2:52:53,12/11/2021,83,56,126,422,1.7
2:53:56,12/11/2021,83.3,55.7,179,422,1.72
2:54:59,12/11/2021,83.8,55.4,153,423,1.76
2:55:59,12/11/2021,84.5,54.8,153,423,1.83
2:57:02,12/11/2021,85,54,126,425,1.89
2:58:02,12/11/2021,85.3,53.7,136,425,1.92
2:59:05,12/11/2021,84.7,53.9,114,424,1.88
3:00:05,12/11/2021,84.2,54.6,108,425,1.82
3:01:08,12/11/2021,83.8,55,112,424,1.78
3:02:11,12/11/2021,83.5,54.6,105,423,1.78
3:03:11,12/11/2021,83.6,55.1,123,424,1.76
3:04:14,12/11/2021,83.6,55,83,423,1.77
3:05:17,12/11/2021,83.3,55.5,80,423,1.73
3:06:17,12/11/2021,82.9,56.2,79,423,1.68
3:07:17,12/11/2021,82.5,56.7,78,423,1.64
3:08:20,12/11/2021,82.7,56.9,82,422,1.64
3:09:23,12/11/2021,82.7,56.9,75,422,1.64
3:10:26,12/11/2021,82.5,57,72,422,1.63
3:11:29,12/11/2021,81.7,57.6,73,423,1.57
3:12:29,12/11/2021,81.7,58.2,73,423,1.54
3:13:32,12/11/2021,81.8,58.2,75,423,1.55
3:14:32,12/11/2021,81.4,58.5,75,423,1.52
3:15:32,12/11/2021,81.6,58.8,76,423,1.52
3:16:32,12/11/2021,81.5,58.4,75,424,1.53
3:17:32,12/11/2021,81.4,58.8,76,424,1.51
3:18:32,12/11/2021,81.2,59,85,424,1.49
3:19:35,12/11/2021,81.2,59.3,88,424,1.48
3:20:35,12/11/2021,81.4,59.1,95,425,1.5
3:21:35,12/11/2021,81.8,58.9,98,424,1.52
3:22:38,12/11/2021,82,59.5,110,422,1.51
3:23:41,12/11/2021,82.2,59.3,127,423,1.53
3:24:41,12/11/2021,82.3,58.3,145,423,1.57
3:25:41,12/11/2021,82.5,58.3,154,422,1.58
3:26:44,12/11/2021,83,58.2,111,424,1.61
3:27:44,12/11/2021,83.4,57,90,426,1.68
3:28:47,12/11/2021,83.6,56.8,79,425,1.7
3:29:47,12/11/2021,83,57.1,73,425,1.65
3:30:47,12/11/2021,82.5,58.7,69,426,1.57
3:31:47,12/11/2021,82,58.8,65,425,1.54
3:32:47,12/11/2021,81.6,59.1,61,422,1.51
3:33:47,12/11/2021,81.4,59.5,58,422,1.48
3:34:50,12/11/2021,81.3,60,56,423,1.46
3:35:53,12/11/2021,81.1,60.1,54,424,1.45
3:36:56,12/11/2021,81.1,60.3,53,422,1.44
3:37:59,12/11/2021,81,60.5,54,424,1.43
3:38:59,12/11/2021,80.9,61.1,57,424,1.4
3:39:59,12/11/2021,80.8,60.7,63,424,1.41
3:41:02,12/11/2021,80.9,60.5,73,424,1.42
3:42:02,12/11/2021,81.1,60,79,423,1.45
3:43:05,12/11/2021,81.3,60.1,70,422,1.46
3:44:05,12/11/2021,81.4,59.8,66,423,1.47
3:45:08,12/11/2021,80.9,59.7,65,423,1.45
3:46:08,12/11/2021,80.7,60,66,423,1.43
3:47:08,12/11/2021,80.9,59.9,67,423,1.44
3:48:11,12/11/2021,81.1,59.7,68,423,1.46
3:49:11,12/11/2021,80.9,60.2,66,423,1.43
3:50:14,12/11/2021,80.4,60.4,65,422,1.4
3:51:14,12/11/2021,80.6,60.8,64,422,1.4
3:52:14,12/11/2021,80.2,60.9,66,421,1.38
3:53:17,12/11/2021,80.5,61,72,421,1.39
3:54:17,12/11/2021,80.7,60.9,71,422,1.4
3:55:20,12/11/2021,81,60.4,71,422,1.43
3:56:20,12/11/2021,80.7,61.1,76,421,1.39
3:57:20,12/11/2021,80.8,60.9,68,422,1.4
3:58:20,12/11/2021,80.9,60.2,66,421,1.43
3:59:20,12/11/2021,81.3,59.7,67,421,1.47
4:00:20,12/11/2021,81.5,59.4,66,420,1.49
4:01:23,12/11/2021,81.4,59.2,64,422,1.49
4:02:23,12/11/2021,81.1,59.1,60,422,1.48
4:03:26,12/11/2021,81,59.2,56,422,1.47
4:04:29,12/11/2021,81,59.7,52,421,1.46
4:05:29,12/11/2021,80.9,60,48,421,1.44
4:06:29,12/11/2021,81,60.3,45,420,1.43
4:07:29,12/11/2021,80.7,60.5,43,422,1.41
4:08:32,12/11/2021,80.5,61.1,41,422,1.38
4:09:32,12/11/2021,80.4,61.8,41,422,1.35
4:10:35,12/11/2021,80.3,61.8,40,422,1.35
4:11:35,12/11/2021,80.2,61.8,40,421,1.34
4:12:35,12/11/2021,80,62.1,40,423,1.32
4:13:35,12/11/2021,79.8,62,41,422,1.32
4:14:35,12/11/2021,79.8,62,41,422,1.32
4:15:38,12/11/2021,80,61.6,41,422,1.34
4:16:38,12/11/2021,79.8,61.8,40,422,1.33
4:17:41,12/11/2021,79.8,62.7,40,422,1.3
4:18:44,12/11/2021,79.6,62.5,40,422,1.29
4:19:47,12/11/2021,79.6,62.4,39,423,1.3
4:20:50,12/11/2021,79.3,62.3,39,424,1.29
4:21:50,12/11/2021,79.1,62.6,38,421,1.27
4:22:50,12/11/2021,79,62.5,38,420,1.27
4:23:50,12/11/2021,79,62.9,38,420,1.26
4:24:53,12/11/2021,79.1,63,38,423,1.26
4:25:53,12/11/2021,79.3,63.3,39,423,1.25
4:26:56,12/11/2021,79.3,63.1,39,423,1.26
4:27:56,12/11/2021,79.3,63.2,39,424,1.26
4:28:56,12/11/2021,79.2,63.5,40,423,1.24
4:29:59,12/11/2021,79.2,63.2,40,422,1.25
4:30:59,12/11/2021,79.3,63.3,41,423,1.25
4:31:59,12/11/2021,79.4,63.1,41,422,1.26
4:33:02,12/11/2021,79.1,63.3,42,422,1.25
4:34:05,12/11/2021,79.6,63.7,42,433,1.25
4:35:05,12/11/2021,79.4,62.8,43,439,1.28
4:36:05,12/11/2021,79.3,62.4,42,427,1.28
4:37:08,12/11/2021,79,63.1,41,422,1.25
4:38:11,12/11/2021,79,63.3,40,418,1.24
4:39:11,12/11/2021,79.1,63.6,39,419,1.24
4:40:14,12/11/2021,79,63.6,38,420,1.23
4:41:14,12/11/2021,79,63.7,35,419,1.23
4:42:14,12/11/2021,79,63.8,34,419,1.22
4:43:14,12/11/2021,79.2,64,32,419,1.23
4:44:17,12/11/2021,79.2,63.8,30,420,1.23
4:45:17,12/11/2021,79,64,28,420,1.22
4:46:20,12/11/2021,78.8,63.8,27,420,1.22
4:47:20,12/11/2021,78.7,63.5,26,419,1.22
4:48:20,12/11/2021,78.6,63.8,25,419,1.21
4:49:23,12/11/2021,78.6,64.3,24,419,1.19
4:50:23,12/11/2021,78.6,64.3,23,420,1.19
4:51:26,12/11/2021,78.2,65.1,22,420,1.15
4:52:29,12/11/2021,78.1,65.4,21,421,1.14
4:53:29,12/11/2021,78,65.7,21,421,1.12
4:54:32,12/11/2021,78.1,66,20,420,1.12
4:55:35,12/11/2021,78.1,66,19,420,1.12
4:56:35,12/11/2021,78,65.1,18,421,1.14
4:57:35,12/11/2021,77.9,65.3,18,421,1.13
4:58:38,12/11/2021,77.9,65.6,17,424,1.12
4:59:41,12/11/2021,77.8,65.8,17,422,1.11
5:00:41,12/11/2021,78.2,65.8,16,421,1.13
5:01:41,12/11/2021,78.2,65.5,15,422,1.14
5:02:41,12/11/2021,78.2,66.3,15,421,1.11
5:03:41,12/11/2021,78,66.1,14,421,1.11
5:04:41,12/11/2021,77.9,66.4,13,421,1.1
5:05:44,12/11/2021,77.7,66.3,13,422,1.09
5:06:44,12/11/2021,77.9,66.7,12,422,1.09
5:07:47,12/11/2021,77.7,66.8,11,423,1.08
5:08:47,12/11/2021,77.6,66.9,11,422,1.07
5:09:47,12/11/2021,77.6,67.4,10,421,1.05
5:10:47,12/11/2021,77.7,67.5,9,423,1.05
5:11:47,12/11/2021,77.6,67.2,9,422,1.06
5:12:50,12/11/2021,77.6,67.1,9,422,1.06
5:13:53,12/11/2021,77.3,66.7,8,422,1.07
5:14:53,12/11/2021,77.5,67,8,420,1.06
5:15:56,12/11/2021,77.3,67,7,418,1.06
5:16:59,12/11/2021,77.3,67.5,7,421,1.04
5:17:59,12/11/2021,77.1,67.3,7,421,1.04
5:18:59,12/11/2021,77.1,67.2,6,419,1.04
5:20:02,12/11/2021,77,67.2,6,420,1.04
5:21:02,12/11/2021,77.1,68.1,5,419,1.01
5:22:02,12/11/2021,77.1,67.6,5,420,1.03
5:23:02,12/11/2021,76.9,67.7,4,420,1.02
5:24:02,12/11/2021,76.9,68.2,3,422,1
5:25:02,12/11/2021,76.9,68.1,3,421,1.01
5:26:05,12/11/2021,76.7,68.7,2,420,0.98
5:27:05,12/11/2021,76.8,69.3,2,420,0.97
5:28:08,12/11/2021,76.6,69.3,1,421,0.96
5:29:08,12/11/2021,76.6,69.1,1,420,0.97
5:30:08,12/11/2021,76.6,69.1,1,419,0.97
5:31:08,12/11/2021,76.7,69.2,1,419,0.97
5:32:11,12/11/2021,76.6,69.8,1,420,0.94
5:33:14,12/11/2021,76.6,69.2,1,424,0.96
5:34:14,12/11/2021,76.6,70.1,1,423,0.93
5:35:14,12/11/2021,76.4,70.1,1,422,0.93
5:36:14,12/11/2021,76.4,70.1,1,421,0.93
5:37:17,12/11/2021,76.5,70.3,1,422,0.93
5:38:20,12/11/2021,76.3,70.2,1,421,0.92
5:39:20,12/11/2021,76.3,70.2,1,422,0.92
5:40:23,12/11/2021,76.4,70,1,422,0.93
5:41:23,12/11/2021,76.4,69.9,1,423,0.93
5:42:23,12/11/2021,76.2,70.1,1,421,0.92
5:43:26,12/11/2021,76.2,69.9,1,417,0.93
5:44:26,12/11/2021,76.2,69.9,1,419,0.93
5:45:26,12/11/2021,76.3,70.1,1,421,0.93
5:46:29,12/11/2021,76.4,70.2,0,420,0.93
5:47:32,12/11/2021,76.3,70.1,0,419,0.93
5:48:35,12/11/2021,76.3,70.2,1,419,0.92
5:49:38,12/11/2021,76.4,70.5,1,420,0.92
5:50:41,12/11/2021,76.3,70.4,0,419,0.92
5:51:41,12/11/2021,76.3,70.9,0,419,0.9
5:52:41,12/11/2021,76.3,70.7,0,419,0.91
5:53:41,12/11/2021,76.3,70.7,0,420,0.91
5:54:41,12/11/2021,76.2,70.9,0,419,0.9
5:55:41,12/11/2021,76.1,71.2,0,420,0.89
5:56:44,12/11/2021,76.2,71.5,0,420,0.88
5:57:44,12/11/2021,76.2,70.9,0,420,0.9
5:58:44,12/11/2021,76.2,70.6,0,420,0.91
5:59:44,12/11/2021,76.2,70.6,0,419,0.91
6:00:44,12/11/2021,76.2,70.8,0,419,0.9
6:01:44,12/11/2021,76.2,70.5,0,420,0.91
6:02:47,12/11/2021,76.3,70.7,0,419,0.91
6:03:47,12/11/2021,76.1,70.7,0,419,0.9
6:04:47,12/11/2021,76.2,71.1,0,420,0.89
6:05:50,12/11/2021,76.2,71.2,0,419,0.89
6:06:50,12/11/2021,76.3,71.4,0,419,0.89
6:07:53,12/11/2021,76.2,71.1,0,418,0.89
6:08:53,12/11/2021,76.2,71,0,418,0.89
6:09:56,12/11/2021,76.1,71.3,0,418,0.88
6:10:56,12/11/2021,76.1,71.4,0,419,0.88
6:11:59,12/11/2021,76.1,71.5,0,419,0.88
6:12:59,12/11/2021,76.1,72,0,419,0.86
6:13:59,12/11/2021,76.1,71.5,0,419,0.88
6:15:02,12/11/2021,76.1,71.2,0,419,0.89
6:16:02,12/11/2021,76.2,70.7,0,420,0.9
6:17:02,12/11/2021,76.1,70.3,0,419,0.91
6:18:05,12/11/2021,76.2,70,0,420,0.93
6:19:05,12/11/2021,76.2,69.9,0,420,0.93
6:20:05,12/11/2021,76.2,69.8,0,419,0.93
6:21:08,12/11/2021,76.2,69.8,0,419,0.93
6:22:11,12/11/2021,76.2,69.9,0,419,0.93
6:23:11,12/11/2021,76.1,70.5,0,421,0.91
6:24:11,12/11/2021,76.2,70.3,0,420,0.92
6:25:11,12/11/2021,76.1,70.2,0,420,0.92
6:26:14,12/11/2021,76.2,70.4,0,420,0.91
6:27:14,12/11/2021,76.2,70.5,0,420,0.91
6:28:17,12/11/2021,76.2,71.2,0,419,0.89
6:29:20,12/11/2021,76.1,70.7,0,419,0.9
6:30:23,12/11/2021,76.1,71,0,419,0.89
6:31:23,12/11/2021,76.1,71.2,0,419,0.89
6:32:26,12/11/2021,76,71.4,0,419,0.88
6:33:29,12/11/2021,76,71.6,0,419,0.87
6:34:32,12/11/2021,76,71.8,0,420,0.86
6:35:32,12/11/2021,76,71.7,0,420,0.87
6:36:32,12/11/2021,76,71.8,0,420,0.86
6:37:35,12/11/2021,76,71.7,0,420,0.87
6:38:35,12/11/2021,76,71.9,0,420,0.86
6:39:38,12/11/2021,76,72.2,0,419,0.85
6:40:41,12/11/2021,76,72.4,0,419,0.85
6:41:41,12/11/2021,76,72.3,0,419,0.85
6:42:44,12/11/2021,76,72,1,419,0.86
6:43:44,12/11/2021,76,71.7,0,419,0.87
6:44:44,12/11/2021,75.9,71.2,0,419,0.88
6:45:44,12/11/2021,76,71.4,0,419,0.88
6:46:44,12/11/2021,76,71.8,0,419,0.86
6:47:44,12/11/2021,76,71.3,0,420,0.88
6:48:44,12/11/2021,75.9,71.6,0,418,0.87
6:49:44,12/11/2021,75.9,71.4,0,418,0.87
6:50:47,12/11/2021,75.8,71.8,0,417,0.86
6:51:50,12/11/2021,75.7,72,0,417,0.85
6:52:50,12/11/2021,75.7,72.7,0,418,0.83
6:53:50,12/11/2021,75.7,72.2,0,418,0.84
6:54:53,12/11/2021,75.9,72.2,0,417,0.85
6:55:53,12/11/2021,75.9,72.2,0,418,0.85
6:56:53,12/11/2021,75.8,72.3,0,419,0.84
6:57:56,12/11/2021,75.6,72.8,0,418,0.82
6:58:56,12/11/2021,75.6,73,0,419,0.82
6:59:59,12/11/2021,75.5,72.7,0,419,0.82
7:01:02,12/11/2021,75.5,72.6,0,419,0.83
7:02:02,12/11/2021,75.6,72.2,0,419,0.84
7:03:05,12/11/2021,75.6,72.5,0,419,0.83
7:04:05,12/11/2021,75.6,72.3,0,418,0.84
7:05:08,12/11/2021,75.7,72.3,0,417,0.84
7:06:11,12/11/2021,75.6,72.6,0,418,0.83
7:07:11,12/11/2021,75.6,72.8,0,418,0.82
7:08:14,12/11/2021,75.6,72.8,0,417,0.82
7:09:14,12/11/2021,75.7,72.9,0,417,0.82
7:10:17,12/11/2021,75.8,72.6,0,417,0.83
7:11:17,12/11/2021,75.9,72.6,0,417,0.84
7:12:17,12/11/2021,75.9,72.3,0,418,0.85
7:13:20,12/11/2021,76,72.5,0,418,0.84
7:14:20,12/11/2021,75.9,72.3,0,418,0.85
7:15:20,12/11/2021,76,72.2,0,419,0.85
7:16:20,12/11/2021,76,72.3,0,420,0.85
7:17:23,12/11/2021,76,72.2,0,418,0.85
7:18:26,12/11/2021,76,72.3,0,418,0.85
7:19:26,12/11/2021,76,71.9,0,419,0.86
7:20:29,12/11/2021,75.9,71.9,0,418,0.86
7:21:29,12/11/2021,75.9,71.7,0,419,0.86
7:22:29,12/11/2021,75.8,71.7,0,419,0.86
7:23:32,12/11/2021,75.8,72.1,1,418,0.85
7:24:32,12/11/2021,75.8,72.1,0,418,0.85
7:25:35,12/11/2021,75.8,72.6,0,418,0.83
7:26:35,12/11/2021,75.8,72.6,0,417,0.83
7:27:38,12/11/2021,75.9,72.6,0,418,0.84
7:28:41,12/11/2021,75.9,72.4,0,418,0.84
7:29:41,12/11/2021,75.9,72.6,0,418,0.84
7:30:41,12/11/2021,75.9,72.3,0,418,0.85
7:31:44,12/11/2021,75.9,71.9,0,418,0.86
7:32:44,12/11/2021,75.9,71.9,0,418,0.86
7:33:44,12/11/2021,75.9,72.2,0,418,0.85
7:34:47,12/11/2021,75.9,72,0,418,0.86
7:35:47,12/11/2021,75.9,72,0,419,0.86
7:36:50,12/11/2021,75.8,72.1,0,418,0.85
7:37:53,12/11/2021,75.8,72.4,0,418,0.84
7:38:56,12/11/2021,75.8,72.5,0,418,0.84
7:39:56,12/11/2021,75.8,72.3,0,418,0.84
7:40:56,12/11/2021,75.9,71.9,0,417,0.86
7:41:56,12/11/2021,75.9,71.9,0,417,0.86
7:42:56,12/11/2021,75.9,71.7,0,416,0.86
7:43:56,12/11/2021,75.9,71.1,0,417,0.88
7:44:59,12/11/2021,76.1,71,0,418,0.89
7:45:59,12/11/2021,76.1,71.2,0,419,0.89
7:47:02,12/11/2021,76.1,71.5,0,419,0.88
7:48:02,12/11/2021,76,71.5,1,419,0.87
7:49:05,12/11/2021,76,71.5,0,419,0.87
7:50:05,12/11/2021,76,71.2,0,418,0.88
7:51:08,12/11/2021,75.9,71.1,0,417,0.88
7:52:08,12/11/2021,75.9,70.7,0,417,0.89
7:53:11,12/11/2021,76,70.4,0,417,0.91
7:54:11,12/11/2021,76,70.1,0,417,0.92
7:55:11,12/11/2021,76,70.1,0,417,0.92
7:56:14,12/11/2021,75.9,70.2,0,417,0.91
7:57:14,12/11/2021,75.9,70.1,0,417,0.91
7:58:14,12/11/2021,75.9,70.2,0,417,0.91
7:59:14,12/11/2021,75.8,70.5,0,418,0.9
8:00:14,12/11/2021,75.8,70.5,0,418,0.9
8:01:14,12/11/2021,75.8,70.6,0,418,0.89
8:02:17,12/11/2021,75.8,70.6,0,418,0.89
8:03:20,12/11/2021,75.9,70.7,1,417,0.89
8:04:20,12/11/2021,75.9,70.7,0,418,0.89
8:05:20,12/11/2021,75.8,71,0,418,0.88
8:06:20,12/11/2021,75.8,71.2,0,418,0.88
8:07:20,12/11/2021,75.8,70.4,0,418,0.9
8:08:23,12/11/2021,75.9,70.6,0,418,0.9
8:09:26,12/11/2021,75.8,70.5,0,418,0.9
8:10:26,12/11/2021,75.9,70.7,0,417,0.89
8:11:29,12/11/2021,75.8,70.9,0,419,0.89
8:12:29,12/11/2021,75.7,70.9,0,417,0.88
8:13:32,12/11/2021,75.7,70.8,0,417,0.89
8:14:32,12/11/2021,75.7,70.9,0,418,0.88
8:15:32,12/11/2021,75.6,70,0,418,0.91
8:16:35,12/11/2021,75.6,70.4,0,419,0.89
8:17:38,12/11/2021,75.6,70.2,0,418,0.9
8:18:41,12/11/2021,75.8,70.5,0,416,0.9
8:19:41,12/11/2021,75.8,70.7,0,417,0.89
8:20:41,12/11/2021,75.8,70.9,0,416,0.89
8:21:41,12/11/2021,75.8,70.6,0,417,0.89
8:22:41,12/11/2021,75.7,70.9,0,418,0.88
8:23:44,12/11/2021,75.7,70.9,0,418,0.88
8:24:44,12/11/2021,75.7,71.4,0,418,0.87
8:25:47,12/11/2021,75.7,70.9,0,418,0.88
8:26:47,12/11/2021,75.7,71.3,0,417,0.87
8:27:47,12/11/2021,75.7,70.8,0,418,0.89
8:28:50,12/11/2021,75.6,70.9,0,417,0.88
8:29:50,12/11/2021,75.7,71.3,0,417,0.87
8:30:53,12/11/2021,75.7,71.2,1,418,0.87
8:31:53,12/11/2021,75.7,71.4,0,417,0.87
8:32:56,12/11/2021,75.6,71.6,0,417,0.86
8:33:56,12/11/2021,75.6,71.7,0,418,0.86
8:34:59,12/11/2021,75.6,71.8,0,418,0.85
8:35:59,12/11/2021,75.5,72.3,0,418,0.83
8:36:59,12/11/2021,75.4,73,0,418,0.81
8:38:02,12/11/2021,75.3,73.7,0,418,0.79
8:39:02,12/11/2021,75.3,74.5,0,418,0.76
8:40:05,12/11/2021,75.1,75,0,418,0.74
8:41:05,12/11/2021,74.9,75.7,0,420,0.72
8:42:05,12/11/2021,74.8,75.9,0,422,0.71
8:43:08,12/11/2021,74.6,76.3,0,421,0.69
8:44:08,12/11/2021,74.7,76.7,0,424,0.68
8:45:11,12/11/2021,74.6,76.7,0,424,0.68
8:46:14,12/11/2021,74.6,76.9,0,423,0.68
8:47:14,12/11/2021,74.4,76.6,0,424,0.68
8:48:14,12/11/2021,74.2,76.6,0,424,0.68
8:49:14,12/11/2021,74.1,76.8,0,424,0.67
8:50:14,12/11/2021,74.1,77.5,0,424,0.65
8:51:17,12/11/2021,74.1,77.5,0,424,0.65
8:52:20,12/11/2021,74.1,77.4,0,425,0.65
8:53:23,12/11/2021,74,77.2,0,426,0.65
8:54:26,12/11/2021,74.1,77.5,0,426,0.65
8:55:26,12/11/2021,74.2,77.6,0,426,0.65
8:56:29,12/11/2021,74.1,77.2,0,427,0.66
8:57:32,12/11/2021,74.1,77.5,0,427,0.65
8:58:32,12/11/2021,74,77.3,1,427,0.65
8:59:32,12/11/2021,74.1,78,0,427,0.63
9:00:35,12/11/2021,74.1,78,0,427,0.63
9:01:35,12/11/2021,74,78,0,427,0.63
9:02:35,12/11/2021,73.8,78.5,0,427,0.61
9:03:35,12/11/2021,73.7,78.8,0,427,0.6
9:04:38,12/11/2021,73.8,79.2,0,429,0.59
9:05:41,12/11/2021,73.8,79,0,429,0.6
9:06:41,12/11/2021,73.7,79.3,0,428,0.59
9:07:44,12/11/2021,73.7,79.3,0,430,0.59
9:08:44,12/11/2021,73.7,79.3,0,429,0.59
9:09:47,12/11/2021,73.8,79.5,0,429,0.58
9:10:50,12/11/2021,73.8,79.3,0,427,0.59
9:11:50,12/11/2021,73.9,79.2,0,427,0.59
9:12:50,12/11/2021,74,78.7,0,425,0.61
9:13:50,12/11/2021,74,78.5,0,427,0.62
9:14:53,12/11/2021,74,78.8,0,426,0.61
9:15:56,12/11/2021,74,78.8,0,426,0.61
9:16:56,12/11/2021,74.1,78.7,0,425,0.61
9:17:56,12/11/2021,74.1,78.8,0,424,0.61
9:18:59,12/11/2021,74,78.8,0,425,0.61
9:19:59,12/11/2021,74,78.9,0,425,0.6
9:20:59,12/11/2021,74.1,78.9,0,424,0.61
9:22:02,12/11/2021,74,78.9,0,424,0.6
